priogrid_gid,pg_xcoord__old,pg_ycoord__old,country_iso_a3__old,admin1_gaul1_code__old,admin1_gaul1_name__old,admin1_gaul0_code__old,admin1_gaul0_name__old,admin2_gaul2_code__old,admin2_gaul2_name__old,pg_xcoord__new,pg_ycoord__new,country_iso_a3__new,admin1_gaul1_code__new,admin1_gaul1_name__new,admin1_gaul0_code__new,admin1_gaul0_name__new,admin2_gaul2_code__new,admin2_gaul2_name__new,presence,change_class
147935,-12.75,12.75,SEN,1571.0,Kédougou,155.0,Senegal,105487.0,Kédougou,-12.75,12.75,SEN,1571.0,Kédougou,155.0,Senegal,105487.0,Kédougou,both,identical
147936,-12.25,12.75,SEN,1571.0,Kédougou,155.0,Senegal,105487.0,Kédougou,-12.25,12.75,SEN,1571.0,Kédougou,155.0,Senegal,105487.0,Kédougou,both,identical
147937,-11.75,12.75,SEN,1571.0,Kédougou,155.0,Senegal,105489.0,Saraya,-11.75,12.75,SEN,1571.0,Kédougou,155.0,Senegal,105489.0,Saraya,both,identical
147938,-11.25,12.75,MLI,1439.0,Kayes,143.0,Mali,104119.0,Kéniéba,-11.25,12.75,MLI,1439.0,Kayes,143.0,Mali,104119.0,Kéniéba,both,identical
147939,-10.75,12.75,MLI,1439.0,Kayes,143.0,Mali,104119.0,Kéniéba,-10.75,12.75,MLI,1439.0,Kayes,143.0,Mali,104119.0,Kéniéba,both,identical
147940,-10.25,12.75,MLI,1439.0,Kayes,143.0,Mali,104118.0,Kita,-10.25,12.75,MLI,1439.0,Kayes,143.0,Mali,104118.0,Kita,both,identical
147941,-9.75,12.75,MLI,1439.0,Kayes,143.0,Mali,104118.0,Kita,-9.75,12.75,MLI,1439.0,Kayes,143.0,Mali,104118.0,Kita,both,identical
147942,-9.25,12.75,MLI,1439.0,Kayes,143.0,Mali,104118.0,Kita,-9.25,12.75,MLI,1439.0,Kayes,143.0,Mali,104118.0,Kita,both,identical
147943,-8.75,12.75,MLI,1439.0,Kayes,143.0,Mali,104118.0,Kita,-8.75,12.75,MLI,1439.0,Kayes,143.0,Mali,104118.0,Kita,both,identical
147944,-8.25,12.75,MLI,1441.0,Koulikoro,143.0,Mali,104129.0,Kati,-8.25,12.75,MLI,1441.0,Koulikoro,143.0,Mali,104129.0,Kati,both,identical
147945,-7.75,12.75,MLI,1441.0,Koulikoro,143.0,Mali,104129.0,Kati,-7.75,12.75,MLI,1441.0,Koulikoro,143.0,Mali,104129.0,Kati,both,identical
147946,-7.25,12.75,MLI,1441.0,Koulikoro,143.0,Mali,104127.0,Dioïla,-7.25,12.75,MLI,1441.0,Koulikoro,143.0,Mali,104127.0,Dioïla,both,identical
147947,-6.75,12.75,MLI,1441.0,Koulikoro,143.0,Mali,104127.0,Dioïla,-6.75,12.75,MLI,1441.0,Koulikoro,143.0,Mali,104127.0,Dioïla,both,identical
147948,-6.25,12.75,MLI,1444.0,Ségou,143.0,Mali,104149.0,Bla,-6.25,12.75,MLI,1444.0,Ségou,143.0,Mali,104149.0,Bla,both,identical
147949,-5.75,12.75,MLI,1443.0,Sikasso,143.0,Mali,104144.0,Koutiala,-5.75,12.75,MLI,1443.0,Sikasso,143.0,Mali,104144.0,Koutiala,both,identical
147950,-5.25,12.75,MLI,1444.0,Ségou,143.0,Mali,104144.0,Koutiala,-5.25,12.75,MLI,1443.0,Sikasso,143.0,Mali,104144.0,Koutiala,both,admin_reallocation
147951,-4.75,12.75,MLI,1444.0,Ségou,143.0,Mali,104147.0,Yorosso,-4.75,12.75,MLI,1443.0,Sikasso,143.0,Mali,104147.0,Yorosso,both,admin_reallocation
147952,-4.25,12.75,BFA,1101.0,Boucle Du Mouhoun,108.0,Burkina Faso,101822.0,Kossi,-4.25,12.75,BFA,1101.0,Boucle Du Mouhoun,108.0,Burkina Faso,101822.0,Kossi,both,identical
147953,-3.75,12.75,BFA,1101.0,Boucle Du Mouhoun,108.0,Burkina Faso,101822.0,Kossi,-3.75,12.75,BFA,1101.0,Boucle Du Mouhoun,108.0,Burkina Faso,101822.0,Kossi,both,identical
147954,-3.25,12.75,BFA,1101.0,Boucle Du Mouhoun,108.0,Burkina Faso,101824.0,Nayala,-3.25,12.75,BFA,1101.0,Boucle Du Mouhoun,108.0,Burkina Faso,101824.0,Nayala,both,identical
147955,-2.75,12.75,BFA,1101.0,Boucle Du Mouhoun,108.0,Burkina Faso,101824.0,Nayala,-2.75,12.75,BFA,1101.0,Boucle Du Mouhoun,108.0,Burkina Faso,101824.0,Nayala,both,identical
147956,-2.25,12.75,BFA,1110.0,Nord,108.0,Burkina Faso,101851.0,Passoré,-2.25,12.75,BFA,1110.0,Nord,108.0,Burkina Faso,101851.0,Passoré,both,identical
147957,-1.75,12.75,BFA,1111.0,Plateau-Central,108.0,Burkina Faso,101855.0,Kourwéogo,-1.75,12.75,BFA,1111.0,Plateau-Central,108.0,Burkina Faso,101855.0,Kourwéogo,both,identical
147958,-1.25,12.75,BFA,1111.0,Plateau-Central,108.0,Burkina Faso,101856.0,Oubritenga,-1.25,12.75,BFA,1111.0,Plateau-Central,108.0,Burkina Faso,101856.0,Oubritenga,both,identical
147959,-0.75,12.75,BFA,1105.0,Centre-Nord,108.0,Burkina Faso,101834.0,Sanmatenga,-0.75,12.75,BFA,1105.0,Centre-Nord,108.0,Burkina Faso,101834.0,Sanmatenga,both,identical
147960,-0.25,12.75,BFA,1108.0,Est,108.0,Burkina Faso,101842.0,Gnagna,-0.25,12.75,BFA,1108.0,Est,108.0,Burkina Faso,101842.0,Gnagna,both,identical
147961,0.25,12.75,BFA,1108.0,Est,108.0,Burkina Faso,101842.0,Gnagna,0.25,12.75,BFA,1108.0,Est,108.0,Burkina Faso,101842.0,Gnagna,both,identical
147962,0.75,12.75,BFA,1108.0,Est,108.0,Burkina Faso,101844.0,Komandjari,0.75,12.75,BFA,1108.0,Est,108.0,Burkina Faso,101844.0,Komandjari,both,identical
147963,1.25,12.75,BFA,1108.0,Est,108.0,Burkina Faso,101844.0,Komandjari,1.25,12.75,BFA,1108.0,Est,108.0,Burkina Faso,101844.0,Komandjari,both,identical
147964,1.75,12.75,NER,1515.0,Tillabéri,150.0,Niger,104619.0,Torodi,1.75,12.75,BFA,1108.0,Est,108.0,Burkina Faso,101846.0,Tapoa,both,country_reassignment
147965,2.25,12.75,NER,1515.0,Tillabéri,150.0,Niger,104617.0,Say,2.25,12.75,NER,1515.0,Tillabéri,150.0,Niger,104617.0,Say,both,identical
147966,2.75,12.75,NER,1512.0,Dosso,150.0,Niger,104584.0,Falmey,2.75,12.75,NER,1512.0,Dosso,150.0,Niger,104584.0,Falmey,both,identical
147967,3.25,12.75,NER,1512.0,Dosso,150.0,Niger,104583.0,Dosso,3.25,12.75,NER,1512.0,Dosso,150.0,Niger,104583.0,Dosso,both,identical
147968,3.75,12.75,NER,1512.0,Dosso,150.0,Niger,104581.0,Dioundiou,3.75,12.75,NER,1512.0,Dosso,150.0,Niger,104581.0,Dioundiou,both,identical
147969,4.25,12.75,NGA,1538.0,Kebbi,151.0,Nigeria,105079.0,Arewa-Dandi,4.25,12.75,NGA,1538.0,Kebbi,151.0,Nigeria,105079.0,Arewa-Dandi,both,identical
147970,4.75,12.75,NGA,1538.0,Kebbi,151.0,Nigeria,105081.0,Augie,4.75,12.75,NGA,1538.0,Kebbi,151.0,Nigeria,105081.0,Augie,both,identical
147971,5.25,12.75,NGA,1550.0,Sokoto,151.0,Nigeria,105337.0,Dange-Shuni,5.25,12.75,NGA,1550.0,Sokoto,151.0,Nigeria,105337.0,Dange-Shuni,both,identical
147972,5.75,12.75,NGA,1550.0,Sokoto,151.0,Nigeria,105346.0,Rabah,5.75,12.75,NGA,1550.0,Sokoto,151.0,Nigeria,105346.0,Rabah,both,identical
147973,6.25,12.75,NGA,1553.0,Zamfara,151.0,Nigeria,105399.0,Maradun,6.25,12.75,NGA,1553.0,Zamfara,151.0,Nigeria,105399.0,Maradun,both,identical
147974,6.75,12.75,NGA,1553.0,Zamfara,151.0,Nigeria,105404.0,Zurmi,6.75,12.75,NGA,1553.0,Zamfara,151.0,Nigeria,105404.0,Zurmi,both,identical
147975,7.25,12.75,NGA,1537.0,Katsina,151.0,Nigeria,105046.0,Batsari,7.25,12.75,NGA,1537.0,Katsina,151.0,Nigeria,105046.0,Batsari,both,identical
147976,7.75,12.75,NGA,1537.0,Katsina,151.0,Nigeria,105069.0,Mani,7.75,12.75,NGA,1537.0,Katsina,151.0,Nigeria,105069.0,Mani,both,identical
147977,8.25,12.75,NGA,1537.0,Katsina,151.0,Nigeria,105058.0,Ingawa,8.25,12.75,NGA,1537.0,Katsina,151.0,Nigeria,105058.0,Ingawa,both,identical
147978,8.75,12.75,NGA,1534.0,Jigawa,151.0,Nigeria,104951.0,Babura,8.75,12.75,NGA,1534.0,Jigawa,151.0,Nigeria,104951.0,Babura,both,identical
147979,9.25,12.75,NGA,1534.0,Jigawa,151.0,Nigeria,104974.0,Sule-Tankarkar,9.25,12.75,NGA,1534.0,Jigawa,151.0,Nigeria,104974.0,Sule-Tankarkar,both,identical
147980,9.75,12.75,NGA,1534.0,Jigawa,151.0,Nigeria,104969.0,Maigatari,9.75,12.75,NGA,1534.0,Jigawa,151.0,Nigeria,104969.0,Maigatari,both,identical
147981,10.25,12.75,NGA,1534.0,Jigawa,151.0,Nigeria,104952.0,Biriniwa,10.25,12.75,NGA,1534.0,Jigawa,151.0,Nigeria,104952.0,Biriniwa,both,identical
147982,10.75,12.75,NGA,1552.0,Yobe,151.0,Nigeria,105382.0,Jakusko,10.75,12.75,NGA,1552.0,Yobe,151.0,Nigeria,105382.0,Jakusko,both,identical
147983,11.25,12.75,NGA,1552.0,Yobe,151.0,Nigeria,105375.0,Bursari,11.25,12.75,NGA,1552.0,Yobe,151.0,Nigeria,105375.0,Bursari,both,identical
147984,11.75,12.75,NGA,1552.0,Yobe,151.0,Nigeria,105375.0,Bursari,11.75,12.75,NGA,1552.0,Yobe,151.0,Nigeria,105375.0,Bursari,both,identical
147985,12.25,12.75,NGA,1552.0,Yobe,151.0,Nigeria,105379.0,Geidam,12.25,12.75,NGA,1552.0,Yobe,151.0,Nigeria,105379.0,Geidam,both,identical
147986,12.75,12.75,NGA,1524.0,Borno,151.0,Nigeria,104780.0,Gubio,12.75,12.75,NGA,1524.0,Borno,151.0,Nigeria,104780.0,Gubio,both,identical
147987,13.25,12.75,NGA,1524.0,Borno,151.0,Nigeria,104781.0,Guzamala,13.25,12.75,NGA,1524.0,Borno,151.0,Nigeria,104781.0,Guzamala,both,identical
147988,13.75,12.75,NGA,1524.0,Borno,151.0,Nigeria,104788.0,Kukawa,13.75,12.75,NGA,1524.0,Borno,151.0,Nigeria,104788.0,Kukawa,both,identical
147989,14.25,12.75,CMR,1145.0,Extrême-Nord,112.0,Cameroon,102027.0,Logone-Et-Chari,14.25,12.75,CMR,1145.0,Extrême-Nord,112.0,Cameroon,102027.0,Logone-Et-Chari,both,identical
147990,14.75,12.75,TCD,1166.0,Hadjer Lamis,114.0,Chad,102102.0,Haraze-Al-Biar,14.75,12.75,TCD,1166.0,Hadjer Lamis,114.0,Chad,102102.0,Haraze-Al-Biar,both,identical
147991,15.25,12.75,TCD,1167.0,Hadjer-Lamis,114.0,Chad,102103.0,Dagana,15.25,12.75,TCD,1167.0,Hadjer-Lamis,114.0,Chad,102103.0,Dagana,both,identical
147992,15.75,12.75,TCD,1167.0,Hadjer-Lamis,114.0,Chad,102103.0,Dagana,15.75,12.75,TCD,1167.0,Hadjer-Lamis,114.0,Chad,102103.0,Dagana,both,identical
147993,16.25,12.75,TCD,1166.0,Hadjer Lamis,114.0,Chad,102101.0,Dababa,16.25,12.75,TCD,1166.0,Hadjer Lamis,114.0,Chad,102101.0,Dababa,both,identical
147994,16.75,12.75,TCD,1166.0,Hadjer Lamis,114.0,Chad,102101.0,Dababa,16.75,12.75,TCD,1166.0,Hadjer Lamis,114.0,Chad,102101.0,Dababa,both,identical
147995,17.25,12.75,TCD,1160.0,Batha,114.0,Chad,102087.0,Fitri,17.25,12.75,TCD,1160.0,Batha,114.0,Chad,102087.0,Fitri,both,identical
147996,17.75,12.75,TCD,1160.0,Batha,114.0,Chad,102087.0,Fitri,17.75,12.75,TCD,1160.0,Batha,114.0,Chad,102087.0,Fitri,both,identical
147997,18.25,12.75,TCD,1160.0,Batha,114.0,Chad,102086.0,Batha Ouest,18.25,12.75,TCD,1160.0,Batha,114.0,Chad,102086.0,Batha Ouest,both,identical
147998,18.75,12.75,TCD,1160.0,Batha,114.0,Chad,102086.0,Batha Ouest,18.75,12.75,TCD,1160.0,Batha,114.0,Chad,102086.0,Batha Ouest,both,identical
147999,19.25,12.75,TCD,1165.0,Guéra,114.0,Chad,102100.0,Mangalmé,19.25,12.75,TCD,1165.0,Guéra,114.0,Chad,102100.0,Mangalmé,both,identical
148000,19.75,12.75,TCD,1165.0,Guéra,114.0,Chad,102100.0,Mangalmé,19.75,12.75,TCD,1165.0,Guéra,114.0,Chad,102100.0,Mangalmé,both,identical
148001,20.25,12.75,TCD,1179.0,Sila,114.0,Chad,102141.0,Djourf Al Ahmar,20.25,12.75,TCD,1179.0,Sila,114.0,Chad,102141.0,Djourf Al Ahmar,both,identical
148002,20.75,12.75,TCD,1179.0,Sila,114.0,Chad,102141.0,Djourf Al Ahmar,20.75,12.75,TCD,1179.0,Sila,114.0,Chad,102141.0,Djourf Al Ahmar,both,identical
148003,21.25,12.75,TCD,1177.0,Ouaddaï,114.0,Chad,102135.0,Abdi,21.25,12.75,TCD,1177.0,Ouaddaï,114.0,Chad,102135.0,Abdi,both,identical
148004,21.75,12.75,TCD,1179.0,Sila,114.0,Chad,102142.0,Kimiti,21.75,12.75,TCD,1179.0,Sila,114.0,Chad,102142.0,Kimiti,both,identical
148005,22.25,12.75,SDN,1642.0,West Darfur,161.0,Sudan,105899.0,Habila - Wd,22.25,12.75,SDN,1642.0,West Darfur,161.0,Sudan,105899.0,Habila - Wd,both,identical
148006,22.75,12.75,SDN,1629.0,Central Darfur,161.0,Sudan,105754.0,Azum,22.75,12.75,SDN,1629.0,Central Darfur,161.0,Sudan,105754.0,Azum,both,identical
148007,23.25,12.75,SDN,1629.0,Central Darfur,161.0,Sudan,105754.0,Azum,23.25,12.75,SDN,1629.0,Central Darfur,161.0,Sudan,105754.0,Azum,both,identical
148008,23.75,12.75,SDN,1629.0,Central Darfur,161.0,Sudan,105762.0,Zalingi,23.75,12.75,SDN,1629.0,Central Darfur,161.0,Sudan,105762.0,Zalingi,both,identical
148009,24.25,12.75,SDN,1640.0,South Darfur,161.0,Sudan,105875.0,Sharg Aj Jabal,24.25,12.75,SDN,1640.0,South Darfur,161.0,Sudan,105875.0,Sharg Aj Jabal,both,identical
148010,24.75,12.75,SDN,1640.0,South Darfur,161.0,Sudan,105875.0,Sharg Aj Jabal,24.75,12.75,SDN,1640.0,South Darfur,161.0,Sudan,105875.0,Sharg Aj Jabal,both,identical
148011,25.25,12.75,SDN,1640.0,South Darfur,161.0,Sudan,105871.0,Nitega,25.25,12.75,SDN,1640.0,South Darfur,161.0,Sudan,105871.0,Nitega,both,identical
148012,25.75,12.75,SDN,1630.0,East Darfur,161.0,Sudan,105770.0,Shia'Ria,25.75,12.75,SDN,1630.0,East Darfur,161.0,Sudan,105770.0,Shia'Ria,both,identical
148013,26.25,12.75,SDN,1634.0,North Darfur,161.0,Sudan,105807.0,At Tawisha,26.25,12.75,SDN,1634.0,North Darfur,161.0,Sudan,105807.0,At Tawisha,both,identical
148014,26.75,12.75,SDN,1634.0,North Darfur,161.0,Sudan,105807.0,At Tawisha,26.75,12.75,SDN,1634.0,North Darfur,161.0,Sudan,105807.0,At Tawisha,both,identical
148015,27.25,12.75,SDN,1643.0,West Kordofan,161.0,Sudan,105917.0,Wad Bandah,27.25,12.75,SDN,1643.0,West Kordofan,161.0,Sudan,105917.0,Wad Bandah,both,identical
148016,27.75,12.75,SDN,1643.0,West Kordofan,161.0,Sudan,105917.0,Wad Bandah,27.75,12.75,SDN,1643.0,West Kordofan,161.0,Sudan,105917.0,Wad Bandah,both,identical
148017,28.25,12.75,SDN,1643.0,West Kordofan,161.0,Sudan,105911.0,An Nuhud,28.25,12.75,SDN,1643.0,West Kordofan,161.0,Sudan,105911.0,An Nuhud,both,identical
148018,28.75,12.75,SDN,1643.0,West Kordofan,161.0,Sudan,105911.0,An Nuhud,28.75,12.75,SDN,1643.0,West Kordofan,161.0,Sudan,105911.0,An Nuhud,both,identical
148019,29.25,12.75,SDN,1643.0,West Kordofan,161.0,Sudan,105904.0,Abu Zabad,29.25,12.75,SDN,1643.0,West Kordofan,161.0,Sudan,105904.0,Abu Zabad,both,identical
148020,29.75,12.75,SDN,1643.0,West Kordofan,161.0,Sudan,105904.0,Abu Zabad,29.75,12.75,SDN,1643.0,West Kordofan,161.0,Sudan,105904.0,Abu Zabad,both,identical
148021,30.25,12.75,SDN,1635.0,North Kordofan,161.0,Sudan,105823.0,Sheikan,30.25,12.75,SDN,1635.0,North Kordofan,161.0,Sudan,105823.0,Sheikan,both,identical
148022,30.75,12.75,SDN,1635.0,North Kordofan,161.0,Sudan,105819.0,Ar Rahad,30.75,12.75,SDN,1635.0,North Kordofan,161.0,Sudan,105819.0,Ar Rahad,both,identical
148023,31.25,12.75,SDN,1635.0,North Kordofan,161.0,Sudan,105826.0,Um Rawaba,31.25,12.75,SDN,1635.0,North Kordofan,161.0,Sudan,105826.0,Um Rawaba,both,identical
148024,31.75,12.75,SDN,1644.0,White Nile,161.0,Sudan,105925.0,Tendalti,31.75,12.75,SDN,1644.0,White Nile,161.0,Sudan,105925.0,Tendalti,both,identical
148025,32.25,12.75,SDN,1644.0,White Nile,161.0,Sudan,105921.0,As Salam / Ar Rawat,32.25,12.75,SDN,1644.0,White Nile,161.0,Sudan,105921.0,As Salam / Ar Rawat,both,identical
148026,32.75,12.75,SDN,1644.0,White Nile,161.0,Sudan,105919.0,Aj Jabalain,32.75,12.75,SDN,1644.0,White Nile,161.0,Sudan,105919.0,Aj Jabalain,both,identical
148027,33.25,12.75,SDN,1639.0,Sennar,161.0,Sudan,105852.0,Ad Dali,33.25,12.75,SDN,1639.0,Sennar,161.0,Sudan,105852.0,Ad Dali,both,identical
148028,33.75,12.75,SDN,1639.0,Sennar,161.0,Sudan,105851.0,Abu Hujar,33.75,12.75,SDN,1639.0,Sennar,161.0,Sudan,105851.0,Abu Hujar,both,identical
148029,34.25,12.75,SDN,1639.0,Sennar,161.0,Sudan,105854.0,As Suki,34.25,12.75,SDN,1639.0,Sennar,161.0,Sudan,105854.0,As Suki,both,identical
148030,34.75,12.75,SDN,1639.0,Sennar,161.0,Sudan,105853.0,Ad Dinder,34.75,12.75,SDN,1639.0,Sennar,161.0,Sudan,105853.0,Ad Dinder,both,identical
148031,35.25,12.75,SDN,1639.0,Sennar,161.0,Sudan,105853.0,Ad Dinder,35.25,12.75,SDN,1639.0,Sennar,161.0,Sudan,105853.0,Ad Dinder,both,identical
148032,35.75,12.75,SDN,1631.0,Gedaref,161.0,Sudan,105779.0,Basundah,35.75,12.75,SDN,1631.0,Gedaref,161.0,Sudan,105779.0,Basundah,both,identical
148033,36.25,12.75,ETH,1291.0,Amhara,124.0,Ethiopia,103060.0,West Gondar,36.25,12.75,ETH,1291.0,Amhara,124.0,Ethiopia,103060.0,West Gondar,both,identical
148034,36.75,12.75,ETH,1291.0,Amhara,124.0,Ethiopia,103060.0,West Gondar,36.75,12.75,ETH,1291.0,Amhara,124.0,Ethiopia,103060.0,West Gondar,both,identical
148035,37.25,12.75,ETH,1291.0,Amhara,124.0,Ethiopia,103050.0,Central Gondar,37.25,12.75,ETH,1291.0,Amhara,124.0,Ethiopia,103050.0,Central Gondar,both,identical
148036,37.75,12.75,ETH,1291.0,Amhara,124.0,Ethiopia,103050.0,Central Gondar,37.75,12.75,ETH,1291.0,Amhara,124.0,Ethiopia,103050.0,Central Gondar,both,identical
148037,38.25,12.75,ETH,1291.0,Amhara,124.0,Ethiopia,103050.0,Central Gondar,38.25,12.75,ETH,1291.0,Amhara,124.0,Ethiopia,103050.0,Central Gondar,both,identical
148038,38.75,12.75,ETH,1291.0,Amhara,124.0,Ethiopia,103058.0,Wag Hamra,38.75,12.75,ETH,1291.0,Amhara,124.0,Ethiopia,103058.0,Wag Hamra,both,identical
148039,39.25,12.75,ETH,1301.0,Tigray,124.0,Ethiopia,103133.0,Southern,39.25,12.75,ETH,1301.0,Tigray,124.0,Ethiopia,103133.0,Southern,both,identical
148040,39.75,12.75,ETH,1301.0,Tigray,124.0,Ethiopia,103133.0,Southern,39.75,12.75,ETH,1301.0,Tigray,124.0,Ethiopia,103133.0,Southern,both,identical
148041,40.25,12.75,ETH,1290.0,Afar,124.0,Ethiopia,103045.0,Fanti /Zone 4,40.25,12.75,ETH,1290.0,Afar,124.0,Ethiopia,103045.0,Fanti /Zone 4,both,identical
148042,40.75,12.75,ETH,1290.0,Afar,124.0,Ethiopia,103045.0,Fanti /Zone 4,40.75,12.75,ETH,1290.0,Afar,124.0,Ethiopia,103045.0,Fanti /Zone 4,both,identical
148043,41.25,12.75,ETH,1290.0,Afar,124.0,Ethiopia,103048.0,Kilbati /Zone2,41.25,12.75,ETH,1290.0,Afar,124.0,Ethiopia,103048.0,Kilbati /Zone2,both,identical
148044,41.75,12.75,ETH,1290.0,Afar,124.0,Ethiopia,103044.0,Awsi /Zone 1,41.75,12.75,ETH,1290.0,Afar,124.0,Ethiopia,103044.0,Awsi /Zone 1,both,identical
148045,42.25,12.75,ERI,1281.0,Debubawi Keih Bahri,122.0,Eritrea,102951.0,Debub Deb.Keih Bahri,42.25,12.75,ERI,1281.0,Debubawi Keih Bahri,122.0,Eritrea,102951.0,Debub Deb.Keih Bahri,both,identical
148046,42.75,12.75,ERI,1281.0,Debubawi Keih Bahri,122.0,Eritrea,102951.0,Debub Deb.Keih Bahri,42.75,12.75,ERI,1281.0,Debubawi Keih Bahri,122.0,Eritrea,102951.0,Debub Deb.Keih Bahri,both,identical
148047,43.25,12.75,DJI,1242.0,Obock,119.0,Djibouti,102522.0,Moulhoule,43.25,12.75,DJI,1242.0,Obock,119.0,Djibouti,102522.0,Moulhoule,both,identical
148048,43.75,12.75,YEM,3281.0,Lahj,282.0,Yemen,133851.0,Al Madaribah Wa Al Arah,43.75,12.75,YEM,3281.0,Lahj,282.0,Yemen,133851.0,Al Madaribah Wa Al Arah,both,identical
148049,44.25,12.75,YEM,3281.0,Lahj,282.0,Yemen,133851.0,Al Madaribah Wa Al Arah,44.25,12.75,YEM,3281.0,Lahj,282.0,Yemen,133851.0,Al Madaribah Wa Al Arah,both,identical
148050,44.75,12.75,YEM,3281.0,Lahj,282.0,Yemen,133654.0,Al Buraiqeh,44.75,12.75,YEM,3270.0,Aden,282.0,Yemen,133654.0,Al Buraiqeh,both,admin_reallocation
148051,45.25,12.75,YEM,3270.0,Aden,282.0,Yemen,133860.0,Tuban,45.25,12.75,YEM,3281.0,Lahj,282.0,Yemen,133860.0,Tuban,both,admin_reallocation
148067,53.25,12.75,YEM,3288.0,Socotra,282.0,Yemen,133943.0,Qulensya Wa Abd Al Kuri,53.25,12.75,YEM,3288.0,Socotra,282.0,Yemen,133943.0,Qulensya Wa Abd Al Kuri,both,identical
148068,53.75,12.75,YEM,3288.0,Socotra,282.0,Yemen,133943.0,Qulensya Wa Abd Al Kuri,53.75,12.75,YEM,3288.0,Socotra,282.0,Yemen,133943.0,Qulensya Wa Abd Al Kuri,both,identical
148069,54.25,12.75,YEM,3288.0,Socotra,282.0,Yemen,133942.0,Hidaybu,54.25,12.75,YEM,3288.0,Socotra,282.0,Yemen,133942.0,Hidaybu,both,identical
148647,-16.75,13.25,GMB,1320.0,West Coast,128.0,Gambia,103233.0,Kombo South,-16.75,13.25,SEN,1579.0,Ziguinchor,155.0,Senegal,105509.0,Bignona,both,country_reassignment
148648,-16.25,13.25,GMB,1320.0,West Coast,128.0,Gambia,103217.0,Upper Niumi,-16.25,13.25,SEN,1579.0,Ziguinchor,155.0,Senegal,105509.0,Bignona,both,country_reassignment
148649,-15.75,13.25,SEN,1576.0,Sédhiou,155.0,Senegal,105499.0,Bounkiling,-15.75,13.25,SEN,1576.0,Sédhiou,155.0,Senegal,105499.0,Bounkiling,both,identical
148650,-15.25,13.25,SEN,1570.0,Kolda,155.0,Senegal,105485.0,Médina Yoro Foula,-15.25,13.25,SEN,1570.0,Kolda,155.0,Senegal,105485.0,Médina Yoro Foula,both,identical
148651,-14.75,13.25,SEN,1570.0,Kolda,155.0,Senegal,105485.0,Médina Yoro Foula,-14.75,13.25,SEN,1570.0,Kolda,155.0,Senegal,105485.0,Médina Yoro Foula,both,identical
148652,-14.25,13.25,SEN,1570.0,Kolda,155.0,Senegal,105486.0,Vélingara,-14.25,13.25,SEN,1570.0,Kolda,155.0,Senegal,105486.0,Vélingara,both,identical
148653,-13.75,13.25,SEN,1570.0,Kolda,155.0,Senegal,105486.0,Vélingara,-13.75,13.25,SEN,1570.0,Kolda,155.0,Senegal,105486.0,Vélingara,both,identical
148654,-13.25,13.25,SEN,1577.0,Tambacounda,155.0,Senegal,105505.0,Tambacounda,-13.25,13.25,SEN,1577.0,Tambacounda,155.0,Senegal,105505.0,Tambacounda,both,identical
148655,-12.75,13.25,SEN,1577.0,Tambacounda,155.0,Senegal,105505.0,Tambacounda,-12.75,13.25,SEN,1577.0,Tambacounda,155.0,Senegal,105505.0,Tambacounda,both,identical
148656,-12.25,13.25,SEN,1571.0,Kédougou,155.0,Senegal,105489.0,Saraya,-12.25,13.25,SEN,1571.0,Kédougou,155.0,Senegal,105489.0,Saraya,both,identical
148657,-11.75,13.25,SEN,1571.0,Kédougou,155.0,Senegal,105489.0,Saraya,-11.75,13.25,SEN,1571.0,Kédougou,155.0,Senegal,105489.0,Saraya,both,identical
148658,-11.25,13.25,MLI,1439.0,Kayes,143.0,Mali,104119.0,Kéniéba,-11.25,13.25,MLI,1439.0,Kayes,143.0,Mali,104119.0,Kéniéba,both,identical
148659,-10.75,13.25,MLI,1439.0,Kayes,143.0,Mali,104115.0,Bafoulabé,-10.75,13.25,MLI,1439.0,Kayes,143.0,Mali,104115.0,Bafoulabé,both,identical
148660,-10.25,13.25,MLI,1439.0,Kayes,143.0,Mali,104115.0,Bafoulabé,-10.25,13.25,MLI,1439.0,Kayes,143.0,Mali,104115.0,Bafoulabé,both,identical
148661,-9.75,13.25,MLI,1439.0,Kayes,143.0,Mali,104118.0,Kita,-9.75,13.25,MLI,1439.0,Kayes,143.0,Mali,104118.0,Kita,both,identical
148662,-9.25,13.25,MLI,1439.0,Kayes,143.0,Mali,104118.0,Kita,-9.25,13.25,MLI,1439.0,Kayes,143.0,Mali,104118.0,Kita,both,identical
148663,-8.75,13.25,MLI,1439.0,Kayes,143.0,Mali,104118.0,Kita,-8.75,13.25,MLI,1439.0,Kayes,143.0,Mali,104118.0,Kita,both,identical
148664,-8.25,13.25,MLI,1441.0,Koulikoro,143.0,Mali,104129.0,Kati,-8.25,13.25,MLI,1441.0,Koulikoro,143.0,Mali,104129.0,Kati,both,identical
148665,-7.75,13.25,MLI,1441.0,Koulikoro,143.0,Mali,104130.0,Kolokani,-7.75,13.25,MLI,1441.0,Koulikoro,143.0,Mali,104130.0,Kolokani,both,identical
148666,-7.25,13.25,MLI,1441.0,Koulikoro,143.0,Mali,104131.0,Koulikoro,-7.25,13.25,MLI,1441.0,Koulikoro,143.0,Mali,104131.0,Koulikoro,both,identical
148667,-6.75,13.25,MLI,1444.0,Ségou,143.0,Mali,104148.0,Barouéli,-6.75,13.25,MLI,1444.0,Ségou,143.0,Mali,104148.0,Barouéli,both,identical
